"usuario","genero","edad","indice_fidelidad"
"6cd84a540a841929a211db8e7f7595e1","Femenino",66,0.72
"7b5821e70986c65e8b6e33f5018005dc","Masculino",30,0.84
"0a1bfcc1e02ea9bf38b2db80ef7cf5ea","Masculino",39,0.83
"c188d5a3b941506f20264b01eab362ae","Masculino",73,0.79
"b88023ab5b8953de067c775a65b98521","Femenino",67,0.7
"9caad6ea8da422b5d1f30069501ddf0e","S/D",73,0.89
"1b6ea75e24ac55c8dc51314b9357c50f","Masculino",67,0.69
"3c10f33837ce3899f40b40a80389109a","S/D",41,0.69
"45fc256c8799e3b2894726534ced1940","S/D",60,0.63
"26d02c6d093427b2c2bfb437defcfedf","Femenino",88,0.11
"03857dfcc4035a63e526e0e45db9fad9","Masculino",50,0.78
"480bbdde7c9bae3e8514a8ac58af032a","Masculino",69,0.78
"60d7ea94811f1a7b9256e8aa6355ee06","Femenino",46,0.65
"526c88fa6844f899bfb592fa029f0e3b","Femenino",60,0.91
"00f441a975503c558a24b1b430eb22b6","S/D",71,0.91
"60495100565604109c4a7308c9084552","Masculino",58,0.91
"47295b0b0d32557a11eed7f16fd72d40","Masculino",69,0.85
"0135977560750ee1198a9fae2c314c09","Femenino",58,0.84
"c5bfbe1b0de8438a0f34d967b3f6093e","Masculino",77,0.84
"d27190e80480d610936d49198ce23e41","Femenino",71,0.84
"53ecb16a9c579ca1a7e4ab18dad0e8f9","Masculino",37,0.82
"757aa4a52a0fc4e17f63e2841d00ff49","Masculino",48,0.84
"19ca74d54adc9338000ec5705359178e","Masculino",55,0.84
"bdc598b5256ecac09b67d34cacbe4498","Masculino",60,0.9
"bfe3ce8e74e0835ac88c5f1f03e8a3e3","Masculino",24,0.73
"c8ebd4800532eafdc7091914574bc12b","Femenino",58,0.82
"310df54b5e177cfdf4ce2f8ded38a488","Femenino",74,0.81
"2b8af32d68d4e36ac863ec1a64b81791","S/D",60,0.81
"7ce985af53ba17e40731ae3abee90656","Masculino",80,0.81
"20761c7cd637a608e1e8d7a4bf9e2442","S/D",62,0.81
"0ec8a0550c7ca9831521abe5bf561817","Masculino",65,0.8
"565e470bfa7093b35e9c8eafb1950401","Masculino",73,0.9
"f717511872edf4ae3549d4ac4f3a30c8","S/D",76,0.65
"6d6416073e3eea18f59fd68f0c5248ed","S/D",77,0.9
"51a5fe8100ae0e38558a3fd6ad1be2a4","Masculino",73,0.79
"cfe66f8ee8fae1c397861eef3528b9e3","Masculino",70,0.79
"6fcb34920520931716a585f970253cb9","Masculino",46,0.79
"7841580e918ed42668d8ea0533bb3ba4","Femenino",44,0.29
"78b49b21c5ebc10548cdfe5e0c0d592f","Masculino",61,0.9
"64a37c961df11ffd8c2fdead9edc59f8","S/D",51,0.89
"578be44bd70eea87f1478e49dff042c7","Masculino",61,0.69
"4f9e35bb488ccf0f6d0b2850eba1e8e7","S/D",42,0.28
"28c7fbc0eaadbeec534860dac8a7b0d4","S/D",45,0.89
"ade3079cdb71073eafeab5629380880a","Masculino",46,0.82
"1a6e13f9d3d7b06027017456c20752c5","Femenino",69,0.89
"5b9a1b0862576f211c9bb3813f7f7969","Masculino",33,0.49
"01440a8930fe6ece4ec2e8ec34d0160f","S/D",-7981,0.78
"1d34cd8c015e89ae0b3c0dd76b8e736f","Femenino",83,0.89
"f7ade3dab6e065864fde3b773ef98bf2","Femenino",62,0.78
"04ddad827a2bba6e940da70dbe780cfc","Masculino",49,0.77
"580ed1b346f717ca4c6efc7117f7c97d","Masculino",52,0.77
"0c34a97f7ed17435c9d88dc4f915a2ca","Masculino",47,0.81
"679f2399e56449755d900cf4dd8fcc14","Masculino",62,0.91
"6875c7b68ac2bf476b8a4e9053c8f98e","Masculino",60,0.91
"ab40ef28d9378c73129a32791e2ab243","Masculino",81,0.81
"05d0a5eca372ce04035be904ffe2e2a8","S/D",41,0.91
"a19ebfc6d5b00c4276b69663ea988655","Masculino",55,0.85
"b3f3683714b88dcf96ddb84a3b7bd85a","Masculino",86,0.85
"40825bc8df9c1795f0f81fef70d0b345","Masculino",50,0.84
"1d8dd0627ac25e236bebd2b62fb72135","Masculino",50,0.84
"bc6880b08be660fdc5448176fc786e50","Masculino",57,0.53
"ea64cb287822d5089da680b73f7774e6","S/D",64,0.9
"90350e7ccb5e04091cf45671f1dfea3b","Masculino",51,0.82
"13bff1573d690b084cd7c6e65b82bded","Masculino",71,0.21
"0113cc530603297bbb59effff4f19077","Masculino",53,0.9
"6278abb916a54a5463b25e9f78e48c2f","Femenino",70,0.9
"da00d1dd84e281f2214f9821bfda7528","Masculino",62,0.81
"da3eda96f3c5ae84bc0f84d3b5cb9631","Femenino",46,0.81
"a2f98fbd5aeba424a1183775b7e0b56d","Masculino",51,0.84
"68bd5adb372d088817a71888389954f1","S/D",48,0.72
"9acaa26f17ec53ed6d63c7d0274daa5e","Masculino",51,0.8
"b9ba6a4088c3df8027663bd6ae483ce8","Masculino",47,0.72
"a0f95a330f9d3b9bfb988db5ea36bc89","Masculino",76,0.79
"6cf1460232bb5e6b28311aea8a5322a2","Masculino",68,0.79
"37421e122a6dcb96d0d76d195425d97d","Femenino",62,0.79
"0d1571eb31b7b76e6afbd066b6cb54ae","S/D",49,0.79
"eded27428ba2dc454c3cc3009809d389","Masculino",60,0.7
"d91aa94bffab53f594f3fa44511d68bd","Femenino",78,0.69
"3f37d7c04b86a7aa3bfa8f2efd8d00c7","S/D",72,0.89
"fe3cddb886ec9f82bb1713d98853ea40","Masculino",59,0.68
"cbb93cdf00c7edfcc7fbd3d39355c6ff","Femenino",68,0.78
"b8e898693039064a057b1e62425e381c","Masculino",71,0.78
"68817f8e67cc8c90e0fe7888cd74baac","Femenino",81,0.67
"e96969966d8c4b1d5b46bb87855a358f","Masculino",69,0.51
"8299c301e221ea47d7305f591707fe9a","S/D",77,0.89
"c2216edf09a9a3b94324ebc983b24514","Femenino",66,0.72
"74e98d623d4ce6586382b827f9bba014","Masculino",62,0.81
"c2f08a3a1f0903b59eda58027f0c63c0","Masculino",70,0.91
"b77a1789855867947e16136d643c51f0","Masculino",89,0.84
"7402939905d949ff893dd21432500476","Masculino",45,0.84
"b21a80ce2fcf0bd44782a36ef418f0f1","Masculino",58,0.81
"6720e0f31ac0525c1787554fa81992cd","Femenino",63,0.83
"da104cb385f44f00bbeec995beec23c8","Masculino",65,0.9
"f0a93cc0ec35c3ad95b8aa0d22fbe209","Masculino",35,0.9
"d8b4652f2527adb767f21105c7a6c053","Masculino",53,0.84
"c6a257a3501f8176d0341bab71430b81","Femenino",53,0.31
"a0c0bacdf4e89aea4ddba2d1ae792a0a","Masculino",31,0.84
"386e9eaa3bd5359c891bd54ecfe814bd","Masculino",44,0.53
"ca62b4520ffb3dfe73273c09004b4d87","Femenino",66,0.9
"31f4fffc2d9bcbf0376091eb48b2ffc3","Femenino",57,0.73
"8c3f1b9593896b015c01671e84081ea1","Femenino",73,0.82
"64357a503653f54e8cfd938483655b6c","Femenino",42,0.82
"8640bd27124c37aa4133bd4c90594ddd","Masculino",70,0.9
"1217c22e1c143bba6d6b388c7d63ed17","Masculino",64,0.8
"9c8ecf2d142a664e648bc34bdd483188","Femenino",63,0.9
"522d7826e8cecbccef35ccce0f8c5d29","Masculino",45,0.69
"ea4c7e6bb66918d68cde2f2009ffa452","S/D",79,0.79
"77b1cb78025df72b05abbcbb08c04be1","Masculino",69,0.79
"666eb08d18b9404557aa63b04f4f2dbe","Masculino",54,0.79
"9081457ae3079795061f30801dd8f925","Masculino",83,0.27
"834e5892d1e7f42409c3856f10e7571d","Femenino",79,0.89
"8bcf0c2ddd9489fc9d1ec2e9fb0b9765","Masculino",50,0.27
"8876b000030a41efbb142735c5b244be","S/D",61,0.89
"4bbe72c71b815bf381ca1a00b1782cb7","Masculino",49,0.79
"4e56cbaa1002a39110c927cfa5bfbefb","Masculino",74,0.78
"8300c700ba1d82c62bec8da559ed44fb","Masculino",50,0.1
"475116a36e647dbd821cf8e21dadda2d","Masculino",50,0.78
"236ac0642839afab6e1f118fe3728f4c","Masculino",62,0.66
"06961052a28b0ca0cfaed85df474fa7e","Femenino",71,0.91
"69ad86139b91e916fd5aa374948f47b4","S/D",53,0.91
"ecc1554185ba3aa879ecd9c099fb1c6f","Masculino",77,0.77
"8416c9cdfdcd33482417f72c05a00d23","S/D",69,0.85
"13a759058836b169a240b33aac416e39","S/D",55,0.85
"c4090ca5602b64bfcea2a4c3f5fda0e2","S/D",63,0.84
"0bb01fb2c45d32b68219e19ef30f626b","Femenino",63,0.84
"72a7940b81deb014ed601807db9f4d12","Masculino",69,0.83
"3b4f9cc3caa84ae47364066a89bd0418","Masculino",36,0.75
"4c18664dd22eeaee6623bc3154b71648","Masculino",67,0.9
"839763376547a019a7897b8058390538","Masculino",14,0.84
"1596b545ccfb9472fe3acef074f238e1","S/D",51,0.9
"ea4794f5207ca463b29c54a315632313","Masculino",38,0.9
"5c4bd7cdd03fafd7b8336a6a404036e2","Femenino",70,0.84
"5caa474498c99c822e5de8a41c42773a","S/D",70,0.73
"f94776440e0d61240bcd7a3964933695","S/D",85,0.9
"ccc94a20a1b74b3885d1b8d05f933321","Masculino",49,0.9
"90912b2ad89d368dcd8af00a439e0c86","Masculino",68,0.82
"7b676df40f5a4082a143a9372e8118df","Masculino",58,0.73
"f91f928f92a368e9f4a7bbbae90ffe95","Masculino",66,0.81
"1347bb1ac219dc36519a4daeb90ab7c5","Masculino",75,0.81
"fd2a6d7e97cd12e2a6c44ade08459cdc","Masculino",77,0.7
"37c4d161dcfd1b132c5957b6c4704b2a","Masculino",80,0.8
"80f11e93dd98adb362108791d0aec8eb","Masculino",70,0.8
"b5087d0b5106582aad398cc528eba173","Masculino",77,0.8
"24d464668db875488b92a852483d9ac5","Masculino",66,0.69
"a61668ff721c9f3b714a5bc4585c37f3","Masculino",51,0.79
"b9a2a6febad38c1df7da446bed246585","Masculino",52,0.79
"56d9d85e6b3e962e56ceeffe3756f439","Masculino",80,0.82
"65235deb2f88c35222f5714d322c06ed","Femenino",75,0.89
"5ce0ec1c4319a478445dea447d639b2f","Masculino",57,0.27
"d0b9c9e512ff95c56c0151bde745f6f1","S/D",-7981,0.69
"1eaeff230188dbbf00a341df5a50b3ef","Masculino",38,0.78
"3b52a5b4b9d8c7e0d5b717507856fcdb","Masculino",51,0.79
"abcd617c9623b2cef81e41a95b8ec9a3","Masculino",48,0.67
"ed25415170f09b2b5d7214db1326ccfb","Femenino",66,0.79
"032f9aa021836eef67d77ef47393b931","Femenino",89,0.78
"a8154f75767facacbc6d030efc02546b","S/D",79,0.78
"744826f88a67320238623424b30bcab1","Femenino",52,0.78
"9ebf15881535a571f7704ff76a39ade8","Femenino",72,0.78
"01128ddb6c9aa9dccba17f29e321c45e","Masculino",59,0.66
"db06b78f8f0f73ebbf59387a4e626dcf","S/D",67,0.77
"e32b78f37737743af246bd7125c727c8","S/D",72,0.91
"b07b44f6809f8b26a88e9fc11e830fb1","S/D",36,0.91
"b745cd55a9c470cc844f0849231e7ebc","Femenino",67,0.91
"deba6f71c41b601f98a4d95d0fa25a58","Masculino",59,0.81
"413b6ccfbdbf5f0d7486ca79b54539b8","S/D",57,0.91
"ff6c6bdd406bdd92560aa71b0fd22c02","Femenino",64,0.64
"1217cc2b30eb62ae4b5355b03f7cb4bf","S/D",61,0.91
"c5e1a9cc3cfa7dd7530772f502cc5681","S/D",75,0.84
"71ca921dd49c7fc4bea127421908c329","Femenino",68,0.84
"661de4d33a797118a841bce4b4f9da01","Masculino",70,0.85
"f1c9fe0b6a3297adde9a3e3b83ae3e9f","Masculino",49,0.82
"6cff36de3c7931e915182ddcf00ad766","Femenino",62,0.82
"965d22801f3db81c7b35ac0d81fc162c","S/D",41,0.84
"69ba29675343ff3e22da0187c08016f8","S/D",85,0.9
"bb54e81bb5a7b41b3ea722f4917b4b96","Masculino",80,0.74
"d8e8799b6d9968ca55545f8f795d8279","S/D",43,0.9
"c0e083956439af0a967aa2e2ca8cb52a","Masculino",80,0.53
"34dcf17c3227563fd0f560e31bc5fcc2","Masculino",68,0.54
"f5f1cb47cf8f85d504212ac6ec1d1b1a","Femenino",68,0.67
"9a2fe9f187d262de347816169a93f3ec","Masculino",37,0.9
"5b42224cc92d9ef4dc5fba085fce5a62","Femenino",72,0.73
"c97defd37259e53e82047fad3ed715a9","Masculino",75,0.81
"724560de9c57674831845e8edc191496","Masculino",49,0.84
"84ec88bbe420cfdb28a47948a77139a0","Femenino",74,0.8
"78a6e801478501b6007c4b05d43952cb","Masculino",76,0.8
"f7b9f323ff9037327ebb8a7d760caf2a","Masculino",34,0.72
"05c2384871f5bc3a6399c5f1f9d5b84b","Masculino",26,0.9
"f564aab83070dad3678763ac5e3e75a7","Femenino",58,0.72
"7c7d2c9cc94a2469556890a934e6d95a","S/D",35,0.28
"428bae0f32d25cc0df283be14e63bd7c","Masculino",15,0.79
"c169a1a356c67779b7377a14dc0780c3","Masculino",42,0.79
"0c117661ae1d3347ca204eea512e1faf","Masculino",80,0.79
"526b7dcfa73baced9ebe0f17a323aa74","Masculino",59,0.79
"8cc6ebca8957e3ba09cf5ee16ed2524c","Femenino",80,0.7
"ea1006d37b5e71ed5d3697d5a1099fac","Masculino",55,0.78
"f218e90148a78a8e0127d80c22ed59e8","Masculino",8,0.89
"bc645428493028d721f1eaf71a3a4bba","S/D",54,0.81
"e307c37c1a2070c34480cd58300877db","Femenino",61,0.77
"547ba03be32614a8ec51e03d7c0a1cca","Masculino",53,0.77
"f28028ab9df67de846c36e4118b8a758","Masculino",46,0.91
"08aa252ed91ee1bb27c11a0c9024b449","Femenino",43,0.91
"3de3500f77fc91bb6449a5886e3b24d2","Masculino",56,0.76
"20cf86860a59cfdff43fc9d4e6553f48","Masculino",53,0.64
"52edc6b4fe2722c259a4a7f4d642f55b","Masculino",78,0.91
"00bd3a2412c89f04626821ffbd2e534e","S/D",60,0.91
"1d10936646e55b7fe36cb273d7d87797","Masculino",67,0.91
"a74c1870ad6c3fb5af148f788b2eb38e","S/D",87,0.91
"34700eb28895c8f3ce691b32ac29cc60","S/D",41,0.91
"ac946f758505c6231a7663e38813527d","S/D",-7981,0.48
"3611bb3e8a3a91f1e06a8190f55227a7","Masculino",57,0.91
"0c44b4e363b035ca522e1f2b3443054b","Masculino",60,0.91
"24c9a17d1dd44dc546426b5c6d9a886c","Masculino",38,0.62
"3dee4e74bf0ebce10a00b0dabcc429a6","Masculino",44,0.91
"3b620b32f15ac9ace6290b9076386caf","Masculino",78,0.91
"c4fa99e821b13a2148c20b2315eccda3","Femenino",64,0.62
"4b46e5608c0c5b60565abd9deba3f30a","Masculino",47,0.9
"f2abe875d538fabf765a796e1cdca56c","S/D",46,0.9
"3e3a9c0d2421ccce830e9c4ec8778c5b","S/D",68,0.9
"3ed58d84cb70caa4232b8b85e17f535c","Masculino",77,0.89
"d147bc7bb3aba398ee91fd840425c406","Masculino",6,0.9
"ee7e5add74c1c91fd6f7909077489bef","Femenino",61,0.9
"008957c17dc4dfd96f3de63e977f1771","S/D",52,0.67
"41d49891124b4033b714ff7ca5808892","Masculino",71,0.9
"54da0d6ebd1f0adfe619e8b1638fab19","Femenino",42,0.9
"1cc31228b5fff349aeef00a3310cbee0","Masculino",53,0.9
"8564c748c0a8a78d892cc253f723f9a0","Masculino",52,0.9
"2cedc1868c778d9882f1e7f0cba3a49e","Masculino",64,0.9
"5af90ad6db406857f8470712c65e9548","Masculino",67,0.9
"45ab88f60b9ff41b09167913f4cbca55","S/D",36,0.9
"f6a2ec22d93c7ea7e8209c2c33f3d61b","Masculino",43,0.9
"cf62ff65174e7e02e517845b1d244992","Femenino",35,0.9
"619c405760ce848d8219232b27907f07","Masculino",51,0.9
"1c3398fe7be3bab63bf369cf4f5d1279","Masculino",68,0.9
"067b6e10e785faa9d7e37da4c012dba6","Masculino",35,0.9
"ccfa7751ae8d87c5a8640e839fbd8fa7","S/D",51,0.9
"a826015ae4b8c3d0b416eaf9fe4c14f8","Masculino",70,0.76
"2e8c2ee04dc39bbf537b6ba450f6f8c5","Femenino",26,0.76
"e5651c0957b8fd45b2aed1a7234b0251","Femenino",67,0.91
"3d8f14f18903dc9a333bac5bd204bf53","Femenino",72,0.91
"56dec0390deeb5988b50a5fc4612df67","Masculino",34,0.25
"6c1161c27836fb30e4a987f803b76dbb","Masculino",38,0.76
"59ce123d56ca589b870a7fc038ce810a","Masculino",51,0.79
"0b69a7a5c7dd4ad16ef256e561d13533","Masculino",53,0.79
"60c4b7bc31e27448973f53378a3a8761","Femenino",48,0.88
"cc5fad90f927319dadc3590fe86fcdf4","Femenino",63,0.91
"de92a215b584114b6653e6ff0f64de31","Masculino",58,0.91
"1730801a87fff33443768273046f7202","Masculino",72,0.91
"1fc248a44303baeb010cbd8c890a25d2","S/D",61,0.88
"60a15d8752f4b95c3efaf2049f644262","Masculino",69,0.91
"1313206cfc09a7dd57142255e9e443b0","Masculino",42,0.79
"bbdd9c1100a23dcc515f163f0ac0448a","Femenino",76,0.91
"eccd7085716cec3e36058323b3ef1e7d","Masculino",57,0.37
"5081d8a6d5da4d857239ca45f65414ea","Masculino",50,0.91
"e57bf280e4e2fb467cfe0cc23c8e553e","Masculino",52,0.91
"4def8805578d2c0a397a76e754d2d9c3","Femenino",52,0.91
"880e226966d6fca5dd2b9f9b7fb54a14","Masculino",47,0.87
"a2e9178219222a6f4e76769cf12e9dbc","Masculino",72,0.91
"4b26b6647437978f90193270752ee89a","Masculino",62,0.91
"39d1b8cc421d0522d67ba76a7454c9d0","Masculino",57,0.91
"9dc9330d5501ccea72c1edf86f7b3478","Masculino",58,0.91
"56f7e02595ae9cec2f4ee7cdd516b61b","S/D",51,0.91
"46f43e7db439c57f83f5b0f95394bed7","Femenino",56,0.91
"6725fe13f1f0d45b8b15d5f4eff20ace","Femenino",63,0.91
"22a944539d1bd1c853aa833041118662","Masculino",47,0.91
"6a3a2c1ab57cb8d8ede83ab31470abbb","Masculino",59,0.91
"bfebb38449eaefbdff67ddd9be259cfc","Femenino",38,0.91
"0f70f979807c5405a2585f8f9a6ffa70","Femenino",71,0.65
"e7d1915ea07fdcdc804d30057e42147f","S/D",56,0.9
"9f83f53a63740c4e6397c930450f06e6","Masculino",74,0.9
"d569720b18a6e7d80d5102e13adcd523","Masculino",35,0.9
"ca3c2b4ccf2d4caec59f44ce7cc5ecc0","Masculino",78,0.9
"36f2b3dae25817c7421ae17cc7972444","Masculino",75,0.9
"51588fa463c3a74690c187a97142edc8","Femenino",57,0.9
"416c74b5cf5ca512588b4237260b4e28","Masculino",67,0.9
"70653ce94881f827d5cd9a28f32b455b","Femenino",50,0.9
"d4464689c940e111078f206234c2a89e","S/D",70,0.9
"70b0913719a1b636f0b69d58086f9936","Femenino",78,0.9
"a972724f3efd05b90095f4f6269673fe","Masculino",68,0.64
"fc9ae305d232c262afbc0d7f00177ecb","Femenino",75,0.78
"4579cb3f0a1b4a1ce815ba49123fcf0a","Femenino",62,0.9
"ced70462457a31ce0e7a88cad1e76ceb","Masculino",58,0.9
"5d753cbaa368360cdde8e26c5ecbf29f","Femenino",81,0.9
"15e54d5c0c6bc3d080c06ccab21b1aac","Masculino",67,0.9
"52ddf59a9a6e064f6613606c37efbce7","Femenino",38,0.9
"56378dd01635e4c7f1dc9a9ee2af0c98","Masculino",57,0.9
"bf8729c0ebf0c7c575dd9d0412410257","Masculino",69,0.78
"eada71a00317bf54c28b44bd3f83b095","Masculino",62,0.9
"3bde8c97f5c7439522d8555f916ea7cf","Masculino",85,0.64
"3cba809c44b41eda090d6e567bda2455","Masculino",79,0.9
"f194308f6db45e1610e8eab8576ca23d","Femenino",78,0.9
"30a979bf17bc8aa4c7f8f23e06be3ec7","Femenino",36,0.9
"14819eab06326c32814180f11da57e74","Masculino",67,0.9
"bff610e32607dc1b90b075653cf2f9a3","Masculino",61,0.9
"aa1025dd89b563c58ca63990ce816e18","Masculino",66,0.9
"27c21fa50b6a4700ba2f8ffcfc1fab17","Masculino",71,0.89
"bf66006e71d844ebd37aae02dee6fe92","Masculino",75,0.89
"ea26619634b4f9fd9b527df1d5d37fd6","Masculino",27,0.21
"356009f6bfd0a9ddf5c24d6661ec90e8","Femenino",73,0.74
"d8da593dd1f9c6490b5bfc607c3df67a","Femenino",58,0.89
"51162162aede8c3760b9f8781cdfc1bb","Masculino",74,0.89
"550efbe59074520f94030823a6e1a428","Masculino",67,0.89
"212b32ec45ba9e8910dc8280c147e820","Masculino",45,0.89
"821563ad6e6614d2bc70e16d5c3e7d2b","Masculino",68,0.89
"ad2a01c4c9c1759da70fec2c135dd279","Masculino",86,0.89
"9426b9b5858bea179148841f0f619371","Masculino",65,0.89
"019ad81cf3f1613417b133a3a085fb85","Femenino",58,0.89
"aba013a028fde383859042cdee576271","Masculino",65,0.89
"4c1e3d8d84cb94513cb1ca9ca90bb271","Masculino",47,0.89
"70ae5cd32911f11020e007080d9b4adb","Masculino",57,0.89
"d3384dfe1448f72bf32513991def353b","Masculino",47,0.29
"474c9ef8c75cfd79f688e969205746fa","Femenino",39,0.88
"c2d5925117e71b9baa2d0bbead183a1e","S/D",33,0.89
"c0a8e18e09d40958b9172ea90f33fad0","Masculino",65,0.71
"80b082ec3039a3c692f50881dfe02a89","Femenino",75,0.91
"b39ae6932e7d35f32ffc24f6234932a6","Masculino",48,0.76
"0da4f52a4249de2a1f9e22d867a29395","Femenino",70,0.76
"d36afe6efec2f9029d5ee61cf7084b7e","Masculino",66,0.76
"d13f857e482c7ea3bef37961ce3fa704","S/D",73,0.89
"4ddc6cd3a3029e5ca701b51706a24f92","Femenino",55,0.91
"3408777d5552606e53c0599fecd757da","Femenino",70,0.91
"fc693f39bb1782118768629157c42c46","Masculino",64,0.91
"c3ecca02658bf9d1aed87b8c18e272fa","Masculino",38,0.91
"71a54be91848acaf48dd365e93a3a2c9","Femenino",63,0.91
"4dda83ab5d21c3fc8ab7554317f3c98c","S/D",47,0.63
"f5b8bfe9a9dd978918854b4f0ae3f94b","Femenino",85,0.63
"e5cdc96442b96bb5d722e9de5dac4442","Masculino",56,0.76
"ddbb61a53c5285485eae1067e5353273","Femenino",46,0.91
"3b05ed792dde2b708bc78f8477f6d2ba","Masculino",46,0.9
"0bd35ab9654c70ebbd1017a1f457209e","Masculino",61,0.9
"665102f4d283b26fe1294e75d258a8c0","Femenino",67,0.9
"9ccef5929a21d98ebaaf11e68da355d0","Masculino",58,0.89
"1c9554728d59fbcc58dbb099c2f0090c","Masculino",44,0.9
"94519e362f5bb4089e0e24b641e35670","Masculino",67,0.9
"6d950e9ab5e1ac2b63148aa616606ef8","Masculino",49,0.9
"49834b8ffa6fd94659b03ecb047888f4","Femenino",32,0.9
"85fbe0bb891fda30cbd2f8a85d1e0b97","S/D",36,0.8
"55ef7aa36953b8195e2dc6b692670182","Masculino",44,0.76
"0dffd54814ca71a4dd709422a5667270","Masculino",29,0.8
"24fc81ff73d307aa01a49337fdaba999","S/D",47,0.89
"7efc687bb8bce10e532df8d5cfc33766","Masculino",52,0.79
"3464f0de01d7f32150ece2ca975ead76","Masculino",44,0.79
"202301756eb8d3f0574f48881cb6ee4f","Masculino",49,0.91
"4d9df0e0629bf11c7ff2dac8321e0c6b","S/D",64,0.91
"24abbf486364d0d24f3399ee0e3a45d6","Femenino",41,0.59
"8d9e3736bb715942ede166b23a767509","Masculino",78,0.76
"27129ed5f05892cc935e25ca3cae7ca2","Masculino",55,0.75
"8786318f0032dbc9d21121538e137ce7","Masculino",46,0.24
"0dcde49a86f806441253834f01e9c43d","Femenino",55,0.88
"1fa1bb23d098f4c9ffc7a2d825d0dd3b","Masculino",50,0.75
"c5b37c6ff91f1e44e1aecb7e6c7d412a","Masculino",87,0.79
"413a98d7bf8b24bc2f12570e297edab0","Masculino",54,0.75
"1e218135549918a9c8127a256e767513","Masculino",82,0.91
"5c746801321548cd085222dda3ea3526","S/D",86,0.91
"5542c0c187118346f6116e7030d2b1a8","Femenino",63,0.91
"4cb214af4f9c1c46df12f97ea9eb284e","Masculino",66,0.91
"abd2c84cd1c0fa6f09f9aa2277650812","S/D",71,0.91
"a675cd3af0236dcef97054bfc5c5c0c1","Masculino",54,0.91
"0263e7e34b6023f7b7349eeb4ed20be0","Masculino",61,0.91
"87d71ef96be188dfebd60190fdd61c2d","Femenino",71,0.91
"670f4848580329b4ae487945a3e58716","Femenino",76,0.91
"ca0d2b2c7f01c135d917acfb18cad483","Masculino",37,0.91
"02d5712200074133a83d535899cc2b9b","Masculino",60,0.91
"ac14949c26dc5522f81dcedc3ececade","Femenino",55,0.91
"ae6fba50249d7873143ab6b4f3d0a387","Masculino",71,0.91
"51fc57856a0b3357869d07bccc424933","Masculino",59,0.91
"9face4d9bdc02c9c9b2c03fa81061053","Masculino",81,0.91
"bcf13bd36996bd0c18cdd6b361bcc82a","Femenino",74,0.91
"0d659fb896a6dbd31cd980a321f85218","Masculino",60,0.91
"b26eefed160f72a05f5eeb9fe6ea4842","Masculino",64,0.91
"f2e2719ee9039b51a21a8f41239441ff","Masculino",83,0.91
"8f59495e2081fc4f433e55dc6a879ee8","Femenino",66,0.91
"15d750fb9bc249a73f997fd0dbcb5ac6","S/D",62,0.91
"b163b36b41d91222c6a4dcfc22e4fde2","Masculino",63,0.91
"cf6695d657799f218e2aa754fb2bb4b4","Femenino",78,0.91
"1cbdb7bb96bb3067e6b50cc47742c230","Femenino",73,0.91
"ae864adac095efcc9543958325d7171b","Masculino",72,0.91
"89bd66a8c28dc173717e62ee7e6521a0","Femenino",58,0.91
"b2d1093896c356c554a97432744e0690","Masculino",48,0.91
"937de0f6243cf76494922245b175c65f","Masculino",50,0.9
"b7598a2e6a2592dad578ae638a715a5b","Masculino",46,0.9
"35c9496c58748a4c8f575676e1d8a56f","Masculino",66,0.9
"af54526216dafd1ecb06b542d6923e0c","Masculino",54,0.9
"7b86e3a922ea0339e56ee7903b9820df","S/D",40,0.9
"a25cb25b3641d77b59ce01b1102f3fb9","Masculino",59,0.9
"177fd57e9e2755c05dc9128a61a979d1","Masculino",45,0.9
"f7b0d0be6a2b80a106bff5e305ee7998","Masculino",48,0.9
"30974491b1b6a1182ac446b0f3a91201","Femenino",66,0.9
"e829cf09f01a44336931bffb4d2891c7","Masculino",32,0.9
"ad9a32a6f7e9ddbd9c904cc6db662e67","Masculino",80,0.9
"1decb0b03266bf47e062e89a47eea4b8","Masculino",36,0.9
"53d4dd59cc1e0b56e3ad767b3b295bd9","Femenino",52,0.32
"6d84d86226bd08a398aafb2322e37a45","Masculino",77,0.9
"02c96b64e5f57a104acac60c075498d4","S/D",65,0.9
"2de201a88a9a85c3b6924ff8e93d575c","Masculino",60,0.9
"7bef903dc283971fd174c10c2e1aa9ce","Femenino",58,0.9
"c22819e1bfa05afc5023e36309a6013b","S/D",50,0.9
"619dc7638d247407ba1cebba7131946c","S/D",76,0.9
"ddd55b97563e5276846c621dc0936d96","Masculino",50,0.75
"dd113950431f95ad860a54b8dbcf75ec","Masculino",69,0.9
"faf5ff1af504f4b5405a041143bf460e","S/D",67,0.9
"3f2cd118a0087207ac7a02c7a678fa7a","Masculino",28,0.85
"f85d4ead46e1e4f21a7616afd5a45e73","S/D",66,0.9
"c50b3ce17c02d13176f4819b30aae4fc","Masculino",48,0.9
"f63354e9f063e835e8269bf7f0c2c09f","Masculino",36,0.9
"fb1683094dee16808f1e00fa76d3858e","Masculino",49,0.9
"d087de765651933a4456be63de65d72a","Masculino",63,0.9
"dbbb316e5db489e0ddc5b6d1d42a2caf","Masculino",31,0.31
"f35d4d1bdc7bfb5a0803e26d08059188","Masculino",95,0.89
"6d57074a3d8b44f5d501b3b64f01316e","Masculino",72,0.89
"ccda96775d71f574a5e593e0ded5505f","Masculino",46,0.74
